ClusterID	AlignBLK	Alignment_length	genome_pos_mel	genome_pos_yak	genome_pos_pse	genome_pos_vir	length_mel	length_yak	length_pse	length_vir	mappability_mel	mappability_yak	mappability_pse	mappability_vir	ChIP_mel	ChIP_yak	ChIP_pse	ChIP_vir	norm_ChIP_mel	norm_ChIP_yak	norm_ChIP_pse	norm_ChIP_vir	pred_ChIP_mel	pred_ChIP_yak	pred_ChIP_pse	pred_ChIP_vir
8966	2223	830	chrX:11048368-11048936	chrX:11078140-11078700	chrXL_group1e:3378815-3379154	scaffold_12970:11096435-11096810	569	561	340	376	100	100	100	94.737	35.95	87.57	31.81	9.93	-0.044	0.385	0.096	-1.659	0.1186	0.33	0.0036	0.0515
8972	2223	4579	chrX:11216110-11217340	chrX:10934877-10936118	chrXL_group1e:3219413-3221943	scaffold_12970:11286959-11289264	1231	1242	2531	2306	100	100	100	100	129.4	140.11	71.94	47.16	1.237	0.855	0.912	-0.101	4.723	4.332	4.1542	4.6694
8974	2225	331	chrX:11237610-11237940	chrX:10914691-10915021	chrXL_group3b:36610-36940	scaffold_12970:5431082-5431412	331	331	331	331	100	100	100	100	17.61	21.02	56.53	19.86	-0.758	-1.042	0.671	-0.966	0.0239	0.0589	0.0156	0.0335
8975	2226	431	chrX:11247106-11247416	chrX:10905050-10905348	chrXL_group1e:6127228-6127611	scaffold_12726:1168230-1168460	311	299	384	231	100	100	100	100	15.63	17.51	25.81	96.8	-0.877	-1.224	-0.113	0.619	0.0711	0.0695	1.1799	0.146
8981	2232	398	chrX:11389008-11389316	chrX:10766960-10767260	chrXL_group1e:1711040-1711326	scaffold_12970:2397200-2397362	309	301	287	163	100	100	100	100	26.28	84.07	31.5	24.82	-0.357	0.344	0.086	-0.742	0.0183	0.0307	0.0083	1e-04
8988	2245	571	chrX:11608640-11609132	chrX:15076800-15077290	chrXL_group1a:2306022-2306378	scaffold_13042:2821179-2821409	493	491	357	231	100	100	100	100	39.48	105.08	29.68	14.89	0.05	0.568	0.026	-1.253	0.0656	0.0659	0.0129	0.0022
8989	2245	652	chrX:11609880-11610321	chrX:15075590-15076049	chrXL_group1a:2305403-2305697	scaffold_13042:2821822-2822166	442	460	295	345	100	100	100	100	56.41	164.63	19.84	24.82	0.406	1.017	-0.376	-0.742	0.2207	1.1457	0.0303	0.0059
9001	2258	1282	chrX:11882690-11883785	chrX:14818506-14818855	chrXL_group1e:9971221-9971806	scaffold_12970:8720825-8721455	1096	350	586	631	100	100	100	100	129.06	175.14	135.5	19.86	1.234	1.078	1.545	-0.966	2.9335	0.3725	1.1547	1.5562
9003	2261	798	chrX:11918020-11918530	chrX:1934641-1935212	chrXL_group1e:3122145-3122619	scaffold_12472:206582-206836	511	572	475	255	100	100	100	100	92.27	35.03	23.25	14.89	0.899	-0.531	-0.218	-1.253	2.1082	1.2108	0.0117	0.2774
9009	2267	782	chrX:12100390-12100850	chrX:1759798-1760246	chrXL_group1a:2827608-2827980	scaffold_12928:3648329-3648736	461	449	373	408	100	100	100	100	73.88	126.1	21.15	34.75	0.676	0.75	-0.312	-0.406	1.0589	0.9038	0.0216	0.5115
9041	2308	360	chrX:13542546-13542737	chrX:7825587-7825732	chrXL_group3b:80876-81062	scaffold_12970:5389260-5389460	192	146	187	201	100	100	100	100	18.04	21.02	27.63	79.43	-0.734	-1.042	-0.045	0.421	0.0191	0.0103	0.0058	0.2309
9044	2318	230	chrX:13644827-13645056	chrX:7938096-7938325	chrXL_group1e:1292992-1293212	scaffold_12970:6429620-6429840	230	230	221	221	100	100	100	100	22.99	24.52	23.46	89.35	-0.491	-0.888	-0.209	0.539	0.0162	0.0337	0.0213	6e-04
9052	2330	1489	chrX:14143140-14143685	chrX:8396588-8397110	chrXL_group1e:5121522-5121845	scaffold_12970:1008950-1010249	546	523	324	1300	100	100	100	100	71.77	133.11	21.1	24.82	0.647	0.804	-0.315	-0.742	1.2158	0.7188	0.0546	0.4835
9079	2340	730	chrX:14799360-14799890	chrX:9010879-9011462	chrXL_group1a:5844164-5844500	scaffold_12928:2040353-2040612	531	584	337	260	100	100	100	100	62.67	52.54	24.77	32.27	0.512	-0.126	-0.154	-0.48	2.0434	2.3867	0.7616	0.0034
9092	2358	229	chrX:15219249-15219448	chrX:9419214-9419429	chrXL_group1e:12157826-12158034	scaffold_12928:4100090-4100280	200	216	209	191	100	100	100	100	19.47	24.52	18.8	74.46	-0.658	-0.888	-0.43	0.356	0.0107	0.0336	1.3163	0.0495
9140	2442	546	chrX:16093043-16093328	chrX:10240442-10240760	chrXL_group1e:9720936-9721255	scaffold_12472:363720-363940	286	319	320	221	100	100	100	100	23.25	17.51	35.48	67.02	-0.48	-1.224	0.205	0.251	0.9565	0.9559	0.511	0.8645
9141	2442	1734	chrX:16135630-16136580	chrX:10275463-10276473	chrXL_group1e:9760488-9761684	scaffold_12472:321396-322463	951	1011	1197	1068	100	100	100	100	58.01	63.05	56.38	59.57	0.434	0.0569999999999999	0.668	0.133	2.459	2.3988	1.8981	1.7142
9145	2455	307	chrX:16280983-16281257	chrX:10400957-10401231	chrXL_group1e:9908596-9908877	scaffold_12970:7602430-7602730	275	275	282	301	100	100	100	100	30.07	28.02	24.49	67.02	-0.223	-0.754	-0.166	0.251	0.2719	0.2721	0.0453	0.2574
9147	2456	486	chrX:16287787-16288267	chrX:10407679-10408159	chrXL_group1e:5155424-5155898	scaffold_12963:13434510-13434990	481	481	475	481	100	100	100	100	31.68	31.52	21.05	76.94	-0.171	-0.636	-0.317	0.389	0.0573	0.0084	0.7491	0.5104
9152	2466	1551	chrX:16502870-16503520	chrX:10608989-10609739	chrXL_group1e:6555940-6556817	scaffold_12932:392125-393194	651	751	878	1070	100	100	100	98.131	105.79	35.03	22.72	27.3	1.035	-0.531	-0.241	-0.647	2.1918	3.1195	0.5489	0.3357
9166	2490	1020	chrX:16842365-16842787	chrX:15452410-15452850	chrXL_group3b:222701-222994	scaffold_12970:6566054-6566644	423	441	294	591	100	100	100	100	29.07	133.11	33.02	37.23	-0.256	0.804	0.133	-0.337	1.6704	0.9419	1.4083	1.7522
9167	2491	964	chrX:16851370-16852140	chrX:15461027-15461801	chrXL_group3b:207990-208808	scaffold_12970:7084220-7085117	771	775	819	898	100	92.308	100	100	106.66	35.03	25.03	37.23	1.043	-0.531	-0.144	-0.337	1.8544	1.1878	0.5471	0.9378
9183	2497	964	chrX:17239688-17240055	chrX:15856181-15856574	chrXL_group1e:1548020-1548650	scaffold_12970:6246211-6246881	368	394	631	671	100	100	100	100	29.94	10.51	72.19	24.82	-0.227	-1.735	0.915	-0.742	0.3406	0.4955	1.0104	0.349
9184	2497	1046	chrX:17246930-17247339	chrX:15863159-15863620	chrXL_group1e:1556354-1557135	scaffold_12970:6238347-6238921	410	462	782	575	100	100	100	100	61.97	91.07	52.46	14.89	0.5	0.425	0.596	-1.253	0.9547	0.9645	1.1231	0.9817
9188	2497	325	chrX:17286888-17287115	chrX:15905647-15905884	chrXL_group1e:1608320-1608563	scaffold_12970:6188410-6188650	228	238	244	241	100	100	100	100	24.42	49.04	15.08	69.5	-0.431	-0.195	-0.651	0.287	3e-04	0.0124	0.0237	0.0017
9197	2504	189	chrX:17523120-17523295	chrX:16149953-16150128	chrXL_group1e:4451081-4451253	scaffold_12726:1143200-1143380	176	176	173	181	100	100	100	100	26.04	28.02	19.69	69.5	-0.367	-0.754	-0.384	0.287	0.5405	0.9462	0.0664	0.9269
9209	2512	698	chrX:17723350-17723877	chrX:16350705-16351250	chrXL_group1e:12022954-12023314	scaffold_12928:7395897-7396148	528	546	361	252	100	100	100	100	63.16	105.08	20.62	17.37	0.519	0.568	-0.338	-1.099	1.0956	0.6504	0.2039	0.0071
9219	2521	263	chrX:17990540-17990733	chrX:16615340-16615525	chrXL_group1e:5340581-5340771	scaffold_12928:7403610-7403840	194	186	191	231	100	100	100	100	22.51	31.52	18.07	79.43	-0.512	-0.636	-0.47	0.421	0.0143	0.4351	0.0934	1.4408
9233	2525	1739	chrX:18194500-18195366	chrX:16828075-16828936	chrXL_group3a:158090-158870	scaffold_12970:2936233-2937596	867	862	781	1364	100	100	100	100	55.66	49.04	61.67	24.82	0.393	-0.195	0.758	-0.742	1.0568	1.0581	1.4184	1.0899
9234	2525	3104	chrX:18197560-18199130	chrX:16831081-16832877	chrXL_group3a:161902-163644	scaffold_12970:2940938-2942898	1571	1797	1743	1961	100	100	100	100	243.5	213.67	115.36	119.14	1.869	1.277	1.384	0.826	4.0549	5.6612	3.8596	5.1301
9235	2525	2069	chrX:18203000-18203992	chrX:16836982-16838220	chrXL_group3a:167515-168355	scaffold_12970:2947087-2948449	993	1239	841	1363	100	97.581	100	100	67.25	105.08	30.37	34.75	0.582	0.568	0.049	-0.406	1.7366	1.7386	0.7049	1.0356
9252	2532	430	chrX:18633065-18633216	chrX:17259477-17259613	chrXL_group3a:589758-589902	scaffold_12970:11856190-11856480	152	137	145	291	100	100	100	100	13.45	24.52	12.1	94.32	-1.027	-0.888	-0.871	0.593	0.0023	0.0591	0.0167	0.0493
9259	2542	1276	chrX:18785491-18786300	chrX:17402807-17403617	chrXL_group1e:10452304-10452979	scaffold_12970:5278340-5279400	810	811	676	1061	100	100	100	100	84.93	66.55	18.9	84.39	0.816	0.111	-0.425	0.481	2.0635	1.8793	0.4625	2.5967
9262	2543	900	chrX:18824994-18825433	chrX:17442020-17442400	chrXL_group1e:10497285-10497837	scaffold_12726:759742-759934	440	381	553	193	100	100	100	100	29.5	84.07	44.51	14.89	-0.242	0.344	0.432	-1.253	0.128	0.0094	0.0408	0.5813
9282	2570	643	chrX:19457721-19458170	chrX:11881150-11881600	chrXL_group1e:12506652-12507102	scaffold_13042:899902-900544	450	451	451	643	100	100	100	100	39.98	108.59	32.77	37.23	0.062	0.6	0.125	-0.337	1.1185	1.2963	0.067	0.117
9293	2582	818	chrX:19576770-19577230	chrX:11763411-11763873	chrXL_group1e:937875-938341	scaffold_13042:3514904-3515331	461	463	467	428	100	100	100	100	53	38.53	18.12	34.75	0.344	-0.436	-0.467	-0.406	1.3219	1.1997	0.5147	0.0085
9300	2584	1056	chrX:19676618-19677104	chrX:11675590-11676080	chrXL_group1e:7500587-7501043	scaffold_12932:463237-464081	487	491	457	845	100	100	100	100	37.99	91.07	9.89	22.34	0.011	0.425	-1.072	-0.848	0.0159	0.0336	0.005	0.0359
9301	2584	1295	chrX:19680180-19680979	chrX:11671821-11672672	chrXL_group1e:7497540-7497962	scaffold_12932:460591-461185	800	852	423	595	100	100	100	100	50.94	49.04	75.71	84.39	0.304	-0.195	0.963	0.481	2.1819	1.3157	1.2758	1.0395
9302	2584	984	chrX:19682724-19683043	chrX:11669800-11670110	chrXL_group1e:7494302-7495210	scaffold_12932:458256-458610	320	311	909	355	100	100	100	100	30.37	84.07	18.95	2.48	-0.213	0.344	-0.422	-3.045	0.0018	0.0016	0.026	0.0023
9316	2589	1766	chrX:19985910-19986910	chrX:11427824-11428845	chrXL_group1e:9619542-9620655	scaffold_12472:462754-464086	1001	1022	1114	1333	100	100	100	100	179.29	129.6	130.32	42.19	1.563	0.777	1.506	-0.212	4.5364	4.3219	4.0145	4.2743
9331	2600	712	chrX:20510328-20510709	chrX:19740030-19740420	chrXL_group1e:9149980-9150443	scaffold_12970:4807828-4808380	382	391	464	553	100	100	100	100	44.31	91.07	26.06	22.34	0.165	0.425	-0.104	-0.848	1.7103	1.8483	0.7804	1.457
9333	2600	3547	chrX:20561624-20563270	chrX:19788922-19790490	chrXL_group1e:9197350-9198974	scaffold_12970:4875218-4877369	1647	1569	1625	2152	100	96.178	100	100	221.32	192.65	200.28	153.89	1.773	1.174	1.936	1.082	5.289	5.0829	5.0866	4.1618
9338	2600	395	chrX:20589601-20589866	chrX:19817072-19817358	chrXL_group1e:9230277-9230605	scaffold_12970:4908940-4909170	266	287	329	231	100	100	100	100	26.47	21.02	28.26	71.98	-0.35	-1.042	-0.022	0.322	0.0588	0.0563	0.4409	0.1357
9340	2600	1244	chrX:20617840-20618611	chrX:19845217-19846028	chrXL_group1e:9267008-9267850	scaffold_12970:4944973-4945802	772	812	843	830	100	100	100	100	84.16	45.54	52.51	42.19	0.806	-0.269	0.597	-0.212	2.6056	3.2852	3.505	3.6975
9341	2600	489	chrX:20624530-20624819	chrX:19852091-19852397	chrXL_group1e:9273908-9274256	scaffold_12970:4952850-4953230	290	307	349	381	100	100	100	100	19.46	28.02	15.28	69.5	-0.658	-0.754	-0.637	0.287	0.394	0.4057	0.2021	0.1561
9348	2601	583	chrX:20906651-20906992	chrX:20113820-20114160	chrXL_group3a:1212954-1213323	scaffold_12970:11687431-11687844	342	341	370	414	97.059	100	100	100	42.15	87.57	23.15	4.96	0.115	0.385	-0.222	-2.352	0.2106	0.2121	0.0038	0.3106
9365	2607	251	chrX:21206603-21206853	chrX:20383943-20384193	chrXL_group1e:1821630-1821880	scaffold_12970:2336203-2336453	251	251	251	251	100	100	100	100	19.03	28.02	54.15	22.34	-0.68	-0.754	0.628	-0.848	1.0908	1.0429	0.2589	1.1433
9385	2624	1108	chrX:22238240-22238730	chrX:21602484-21602994	chrXL_group1a:8300655-8301276	scaffold_12970:4493785-4494739	491	511	622	955	100	100	100	100	88.71	59.55	32.57	39.71	0.859	0	0.119	-0.272	0.2994	0.0989	0.506	0.3866
9386	2624	521	chrX:22269697-22270091	chrX:21633223-21633615	chrXL_group1a:8263725-8263961	scaffold_12970:4539870-4540090	395	393	237	221	100	100	100	100	20.64	28.02	18.12	69.5	-0.599	-0.754	-0.467	0.287	0.0369	0.009	0.1656	0.0042
9387	2626	570	chrX:22394260-22394740	chrX:21723049-21723551	chrXL_group1a:8190506-8190913	scaffold_12970:4615470-4615822	481	503	408	353	100	100	100	100	62.29	38.53	25.38	9.93	0.506	-0.436	-0.13	-1.659	1.1308	0.9715	0.7647	0.5323
9446	2663	643	chr2R:1574864-1575238	chr2L:20981150-20981510	chr3:199434-199945	scaffold_12875:16808567-16808994	375	361	512	428	100	100	100	100	21.88	94.57	24.24	32.27	-0.54	0.462	-0.176	-0.48	0.8117	0.7783	0.7571	0.7611
9450	2664	211	chr2R:1586192-1586402	chr2L:20969152-20969362	chr3:231593-231803	scaffold_10324:713520-713730	211	211	211	211	100	100	100	100	32.73	35.03	20.9	74.46	-0.138	-0.531	-0.324	0.356	0.223	0.274	0.0022	0.0035
9454	2665	317	chr2R:1604900-1605180	chr2L:20945590-20945870	chr3:15115385-15115671	scaffold_10324:745801-746114	281	281	287	314	100	100	100	100	32.11	80.56	23.66	32.27	-0.157	0.302	-0.2	-0.48	0.0287	0.8951	0.3804	0.4564
9478	2669	191	chr2R:1817448-1817638	chr2L:20728501-20728691	chr3:11739883-11740073	scaffold_12823:826170-826360	191	191	191	191	100	100	100	100	31.81	59.55	24.24	74.46	-0.167	0	-0.176	0.356	0.0067	0.0011	2e-04	0.0172
9488	2673	264	chr2R:1899183-1899299	chr2L:20604727-20604844	chr3:11672044-11672167	scaffold_12823:734060-734310	117	118	124	251	100	100	100	100	23.31	38.53	27.13	96.8	-0.478	-0.436	-0.064	0.619	0.0057	0.0058	0.0108	0.4356
9503	2679	1123	chr2R:2019310-2019795	chr2L:20459440-20459974	chr3:17940313-17941116	scaffold_12875:4726080-4726843	486	535	804	764	100	100	95	100	52.93	98.08	19	39.71	0.343	0.499	-0.419	-0.272	0.0121	0.1712	0.1062	0.0211
9510	2679	1895	chr2R:2083280-2084280	chr2L:20392828-20393782	chr3:18009954-18010922	scaffold_12875:4832736-4833779	1001	955	969	1044	100	100	100	100	61.55	70.06	50.86	84.39	0.494	0.162	0.565	0.481	0.2391	0.4701	0.2035	0.5573
9514	2681	321	chr2R:2099979-2100296	chr2L:20375114-20375431	chr3:18023317-18023634	scaffold_12875:4854330-4854650	318	318	318	321	100	100	100	100	31.86	38.53	51.92	91.84	-0.165	-0.436	0.586	0.566	0.0228	0.0104	0.0887	0.0162
9531	2682	3149	chr2R:2460560-2461800	chr2L:15215097-15216303	chr3:18168309-18169959	scaffold_12875:5056328-5058372	1241	1207	1651	2045	100	100	94.545	100	101.82	168.13	48.69	57.09	0.997	1.038	0.521	0.091	0.758	0.8871	1.7347	1.6201
9532	2682	2660	chr2R:2463090-2464020	chr2L:15217652-15218581	chr3:18171060-18172098	scaffold_12875:5060038-5062192	931	930	1039	2155	100	100	100	100	168.18	94.57	35.55	101.76	1.499	0.462	0.207	0.669	2.7931	2.4039	2.6501	2.2753
9534	2682	1836	chr2R:2481012-2481727	chr2L:15230040-15230828	chr3:18182549-18183167	scaffold_12875:5080834-5082120	716	789	619	1287	100	100	100	100	55.93	112.09	25.91	69.5	0.398	0.632	-0.109	0.287	1.5512	1.8234	0.9844	0.3962
9537	2682	3624	chr2R:2487810-2488570	chr2L:15236655-15237413	chr3:18190248-18191251	scaffold_12875:5091673-5094753	761	759	1004	3081	100	100	100	100	105.73	80.56	31.68	44.68	1.035	0.302	0.092	-0.155	1.557	0.9853	0.3544	1.4873
9541	2682	2397	chr2R:2497760-2498720	chr2L:15245598-15246584	chr3:18199207-18200873	scaffold_12875:5108963-5110568	961	987	1667	1606	100	100	94.611	100	87.21	63.05	41.93	44.68	0.842	0.0569999999999999	0.372	-0.155	0.683	0.4008	0.2236	1.0548
9542	2682	925	chr2R:2500475-2500821	chr2L:15248420-15248740	chr3:18202971-18203569	scaffold_12875:5112920-5113450	347	321	599	531	100	100	100	100	15.26	84.07	31.35	19.86	-0.901	0.344	0.081	-0.966	0.0164	0.0253	0.007	0.1191
9544	2682	827	chr2R:2506130-2506820	chr2L:15253990-15254664	chr3:18208941-18209634	scaffold_12875:5119973-5120741	691	675	694	769	100	100	100	100	92.71	38.53	28.85	32.27	0.903	-0.436	-0.002	-0.48	0.7993	0.5174	0.9006	0.0387
9545	2682	568	chr2R:2517974-2518331	chr2L:15264270-15264610	chr3:18219975-18220387	scaffold_12875:5131834-5132300	358	341	413	467	100	100	100	100	32.37	84.07	18.85	17.37	-0.149	0.344	-0.427	-1.099	0.0308	0.228	0.0678	0.3297
9553	2688	1629	chr2R:2571010-2571780	chr2L:15314257-15314994	chr3:834320-834982	scaffold_12875:15451935-15452744	771	738	663	810	100	100	100	100	70.97	45.54	29.68	49.64	0.636	-0.269	0.026	-0.049	1.0197	0.9391	0.7313	1.3004
9556	2688	383	chr2R:2590050-2590387	chr2L:15333422-15333759	chr3:854487-854824	scaffold_12875:15478800-15479170	338	338	338	371	100	100	100	100	42.96	35.03	31.4	67.02	0.134	-0.531	0.083	0.251	0.0265	0.1062	0.08	0.3542
9560	2688	497	chr2R:2625357-2625697	chr2L:15362030-15362360	chr3:894728-895088	scaffold_12875:15537112-15537484	341	331	361	373	100	100	100	100	29.94	98.08	15.82	19.86	-0.227	0.499	-0.603	-0.966	0.4118	0.718	0.0433	0.2762
9561	2688	271	chr2R:2637295-2637393	chr2L:15374019-15374107	chr3:907416-907551	scaffold_12875:15549990-15550230	99	89	136	241	100	100	100	100	25.6	28.02	38.64	69.5	-0.384	-0.754	0.29	0.287	0	1e-04	0.634	0.7729
9565	2688	1164	chr2R:2659093-2659858	chr2L:15394680-15395370	chr3:928236-929078	scaffold_12875:15578037-15578421	766	691	843	385	100	100	100	100	39	94.57	32.72	37.23	0.037	0.462	0.124	-0.337	0.729	0.1562	0.9093	0.0168
9570	2690	1570	chr2R:2701010-2702000	chr2L:15435862-15436882	chr3:975961-976970	scaffold_12875:15644719-15646189	991	1021	1010	1471	100	100	100	100	84.72	105.08	34.03	27.3	0.813	0.568	0.163	-0.647	0.6751	2.0682	0.7903	1.1202
9572	2690	932	chr2R:2710433-2711037	chr2L:15444830-15445440	chr3:985114-985664	scaffold_12875:15662431-15662863	605	611	551	433	100	100	100	100	63.54	98.08	33.65	22.34	0.525	0.499	0.152	-0.848	1.1887	1.1233	0.712	0.5265
9574	2690	296	chr2R:2715572-2715754	chr2L:15449949-15450121	chr3:989527-989753	scaffold_12875:15667650-15667900	183	173	227	251	100	100	100	100	34.16	42.03	21.36	81.91	-0.095	-0.349	-0.303	0.452	5e-04	0.0021	0.0014	0.0029
9577	2690	292	chr2R:2732196-2732404	chr2L:15466438-15466644	chr3:1002517-1002733	scaffold_12875:15685730-15685970	209	207	217	241	100	100	100	100	41.34	28.02	29.68	71.98	0.096	-0.754	0.026	0.322	0.0078	0.0127	0.0067	0.0041
9581	2691	183	chr2R:2750553-2750678	chr2L:15483865-15483990	chr3:1020051-1020212	scaffold_12823:1732830-1733010	126	126	162	181	100	100	100	89.474	28.21	52.54	30.21	91.84	-0.287	-0.126	0.044	0.566	0.397	0.2303	0.1201	0.9443
9584	2691	161	chr2R:2769601-2769761	chr2L:15503917-15504077	chr3:1049680-1049840	scaffold_12823:1711060-1711220	161	161	161	161	100	100	100	100	37.24	28.02	33.3	71.98	-0.00899999999999999	-0.754	0.141	0.322	0.0145	0.0292	0.0225	0.5913
9587	2691	303	chr2R:2782025-2782246	chr2L:15516327-15516560	chr3:1062450-1062684	scaffold_12823:1697610-1697900	222	234	235	291	100	100	100	100	40.54	52.54	13.46	69.5	0.076	-0.126	-0.764	0.287	0.0022	0.0016	0.1323	0.0094
9588	2691	1662	chr2R:2782835-2783328	chr2L:15517070-15517570	chr3:1063371-1063918	scaffold_12823:1695516-1696904	494	501	548	1389	100	100	100	100	44.01	84.07	18.27	27.3	0.158	0.344	-0.459	-0.647	0.3754	1.2553	0.0504	0.2776
9595	2692	191	chr2R:2864763-2864953	chr2L:15588716-15588906	chr3:1148667-1148857	scaffold_10324:1006210-1006400	191	191	191	191	100	100	100	100	26.42	14.01	28.01	79.43	-0.352	-1.447	-0.031	0.421	0.8193	0.8226	0.0991	0.0897
9598	2692	885	chr2R:2880885-2881654	chr2L:15602837-15603558	chr3:1164003-1164610	scaffold_10324:1025920-1026568	770	722	608	649	100	100	100	100	33.85	28.02	56.86	69.5	-0.104	-0.754	0.676	0.287	0.2029	0.6483	1.4502	0.3761
9602	2694	205	chr2R:2946617-2946820	chr2L:15659842-15660045	chr3:1223493-1223696	scaffold_10324:1097210-1097410	204	204	204	201	100	100	100	100	36.95	21.02	24.77	79.43	-0.017	-1.042	-0.154	0.421	0.0544	0.0031	0.0357	0.4776
9607	2694	291	chr2R:2966573-2966756	chr2L:15679493-15679673	chr3:1250361-1250533	scaffold_10324:1120680-1120920	184	181	173	241	100	100	100	100	40.97	31.52	21.31	69.5	0.087	-0.636	-0.305	0.287	7e-04	2e-04	0.0013	3e-04
9611	2694	378	chr2R:3009637-3009899	chr2L:15721518-15721779	chr3:1297887-1298150	scaffold_10324:1175230-1175530	263	262	264	301	100	100	100	100	32.12	38.53	20.17	69.5	-0.157	-0.436	-0.36	0.287	0.0714	0.066	0.0626	0.0264
9615	2694	723	chr2R:3057525-3058034	chr2L:15766219-15766806	chr3:1348141-1348376	scaffold_10324:1233340-1233580	510	588	236	241	100	100	100	100	29.88	56.04	15.56	71.98	-0.229	-0.0610000000000001	-0.619	0.322	0.1613	0.3191	0.091	0.0062
9623	2698	287	chr2R:3105551-3105691	chr2L:15802076-15802235	chr3:1375744-1375939	scaffold_10324:1272730-1272900	141	160	196	171	100	100	100	100	38.43	35.03	23.2	71.98	0.023	-0.531	-0.22	0.322	0.0065	0.0138	0.1291	0.0037
9629	2699	1049	chr2R:3131090-3132080	chr2L:15823609-15824582	chr3:1396006-1396945	scaffold_12875:1634254-1635268	991	974	940	1015	100	100	100	100	85.18	35.03	28.54	52.12	0.819	-0.531	-0.013	0	1.5125	1.6049	0.3254	2.1492
9634	2699	333	chr2R:3147353-3147529	chr2L:15839440-15839763	chr3:1414081-1414257	scaffold_12875:1600200-1600370	177	324	177	171	100	100	100	100	41.78	28.02	25.18	69.5	0.106	-0.754	-0.138	0.287	0.0012	0.356	0.3541	0.0802
9641	2700	349	chr2R:3224159-3224432	chr2L:15908215-15908467	chr3:1493053-1493369	scaffold_12875:10731340-10731540	274	253	317	201	100	100	100	100	20.16	38.53	30.37	67.02	-0.623	-0.436	0.049	0.251	1.0304	0.2677	0.8167	0.0051
9644	2700	1063	chr2R:3247090-3247860	chr2L:15931947-15932706	chr3:1515349-1516296	scaffold_12875:10755388-10756325	771	760	948	938	100	100	100	100	65.64	49.04	42.87	34.75	0.558	-0.195	0.394	-0.406	1.6963	1.4971	1.4984	1.0521
9647	2700	989	chr2R:3267940-3268592	chr2L:15953182-15953850	chr3:1536582-1537408	scaffold_12875:10782046-10782701	653	669	827	656	100	100	100	100	61.68	105.08	31.68	52.12	0.496	0.568	0.092	0	0.0694	0.1675	0.2629	0.1675
9648	2700	1938	chr2R:3268720-3269630	chr2L:15953972-15954828	chr3:1537543-1539004	scaffold_12875:10782876-10784024	911	857	1462	1149	100	100	100	100	88.63	70.06	34.49	86.87	0.858	0.162	0.177	0.51	1.9804	1.5053	1.4562	1.0097
9652	2702	525	chr2R:3297185-3297538	chr2L:15980771-15981105	chr3:1601940-1602290	scaffold_12875:10812450-10812864	354	335	351	415	100	100	100	100	38.31	70.06	60.38	76.94	0.019	0.162	0.737	0.389	0.9533	0.5064	1.5597	1.7235
9654	2702	199	chr2R:3315849-3316002	chr2L:15999107-15999268	chr3:1619665-1619822	scaffold_12875:10836900-10837090	154	162	158	191	100	100	100	100	24.85	35.03	34.08	67.02	-0.413	-0.531	0.165	0.251	0.4055	0.3554	0.1823	0.0607
9662	2706	2471	chr2R:3373060-3374470	chr2L:16051638-16053039	chr3:12370062-12371694	scaffold_12823:1563574-1565470	1411	1402	1633	1897	100	100	100	100	77.22	101.58	82.09	49.64	0.72	0.534	1.044	-0.049	1.5961	0.6805	2.2241	1.745
9672	2707	871	chr2R:3403964-3404815	chr2L:16080941-16081687	chr3:12342430-12342760	scaffold_12875:17549295-17549617	852	747	331	323	100	100	100	100	24.56	59.55	64.07	14.89	-0.425	0	0.796	-1.253	0.2354	0.8901	1.3043	0.0358
9680	2711	1433	chr2R:3486810-3487460	chr2L:16164198-16164880	chr3:12255569-12256131	scaffold_12875:14542214-14542690	651	683	563	477	100	100	100	100	88.12	161.13	18.42	52.12	0.852	0.995	-0.451	0	1.4712	0.6307	0.1633	0.2565
9683	2711	288	chr2R:3523704-3523913	chr2L:16195612-16195808	chr3:12228630-12228787	scaffold_12875:14581650-14581810	210	197	158	161	100	100	100	100	26.1	42.03	13.66	71.98	-0.364	-0.349	-0.749	0.322	0.0156	0.016	0.011	0.1665
9702	2715	1057	chr2R:3671830-3672582	chr2L:16344688-16345521	chr3:2581980-2582480	scaffold_12875:923781-924354	753	834	501	574	100	100	100	100	45.87	59.55	55.75	42.19	0.199	0	0.657	-0.212	0.614	0.521	1.2264	1.1297
9704	2715	729	chr2R:3683379-3683858	chr2L:16355840-16356320	chr3:2566504-2566981	scaffold_12875:931311-931815	480	481	478	505	100	100	100	100	29.7	87.57	21.1	19.86	-0.235	0.385	-0.315	-0.966	0.9598	1.0563	0.1296	1.132
9705	2715	242	chr2R:3684382-3684557	chr2L:16356802-16356977	chr3:2565991-2566175	scaffold_12875:931950-932180	176	176	185	231	100	100	100	100	20.64	52.54	22.04	89.35	-0.599	-0.126	-0.271	0.539	0.0855	0.0042	0.0402	0.3009
9713	2718	416	chr2R:3763623-3763895	chr2L:16417462-16417742	chr3:13438139-13438444	scaffold_12823:1191730-1191950	273	281	306	221	100	100	100	100	32.23	66.55	29.83	76.94	-0.153	0.111	0.032	0.389	0.037	0.037	0.0038	1.0416
9723	2721	2153	chr2R:3846562-3847919	chr2L:16503077-16504506	chr3:5476943-5477990	scaffold_12875:16891374-16892760	1358	1430	1048	1387	100	100	100	100	83.74	91.07	76.44	69.5	0.801	0.425	0.972	0.287	1.7241	1.4585	2.3645	2.7589
